index,event_name,assignment_1_label,assignment_1_shape,assignment_2_label,assignment_2_shape,central_location_flash,initial_fixation,inter_assignment_fixation,outcome,peripheral_location_flash,post_assignment_fixation,post_central_fixation,post_outcome_fixation,post_peripheral_fixation,response,test_sentence_1,test_sentence_2,test_sentence_3,test_sentence_4,test_sentence_5,onset_sec,trial_number,trial_block
4464,post_peripheral_fixation,,,,,,,,0.804,-0.196,,,1.0,0.0,,,,,,,3252.164,12,8
4465,outcome,,,,,,,,0.0,,,,0.196,,,0.7,,,,,3252.968,12,8
4466,post_outcome_fixation,,,,,,,,-0.196,,,,0.0,,,0.504,0.9,,,,3253.164,12,8
4467,test_sentence_1,,,,,,,,,,,,,,,0.0,0.396,0.8,,,3253.668,12,8
4468,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.404,0.8,,3254.064,12,8
4469,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.396,0.8,3254.468,12,8
4470,test_sentence_4,,,,,,,,,,,,,,0.804,,,,0.0,0.404,3254.864,12,8
4471,test_sentence_5,,,,,,,,,,,,,,0.4,,,,,0.0,3255.268,12,8
4472,response,,,,,,0.684,,,,,,,,0.0,,,,,,3255.668,12,8
4473,initial_fixation,,0.5,,,,0.0,,,,,,,,,,,,,,3256.352,13,8
4474,assignment_1_shape,1.0,0.0,,,,,,,,,,,,,,,,,,3256.852,13,8
4475,assignment_1_label,0.0,,,,,,1.0,,,,,,,,,,,,,3257.852,13,8
4476,inter_assignment_fixation,,,,1.0,,,0.0,,,,,,,,,,,,,3258.852,13,8
4477,assignment_2_shape,,,1.0,0.0,,,,,,,,,,,,,,,,3259.852,13,8
4478,assignment_2_label,,,0.0,,,,,,,1.0,,,,,,,,,,3260.852,13,8
4479,post_assignment_fixation,,,,,1.004,,,,,0.0,,,,,,,,,,3261.852,13,8
4480,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,3262.856,13,8
4481,post_central_fixation,,,,,,,,,0.8,,0.0,,1.0,,,,,,,3263.856,13,8
4482,peripheral_location_flash,,,,,,,,1.0,0.0,,,,0.2,,,,,,,3264.656,13,8
4483,post_peripheral_fixation,,,,,,,,0.8,-0.2,,,1.0,0.0,,,,,,,3264.856,13,8
4484,outcome,,,,,,,,0.0,,,,0.2,,,0.7,,,,,3265.656,13,8
4485,post_outcome_fixation,,,,,,,,-0.2,,,,0.0,,,0.5,0.9,,,,3265.856,13,8
4486,test_sentence_1,,,,,,,,,,,,,,,0.0,0.4,0.8,,,3266.356,13,8
4487,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.4,0.8,,3266.756,13,8
4488,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.8,3267.156,13,8
4489,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.4,3267.556,13,8
4490,test_sentence_5,,,,,,,,,,,,,,0.4,,,,,0.0,3267.956,13,8
4491,response,,,,,,,,,,,,,,0.0,,,,,,3268.356,13,8
4492,initial_fixation,,0.5,,,,0.0,,,,,,,,,,,,,,3269.492,14,8
4493,assignment_1_shape,1.0,0.0,,,,,,,,,,,,,,,,,,3269.992,14,8
4494,assignment_1_label,0.0,,,,,,1.0,,,,,,,,,,,,,3270.992,14,8
4495,inter_assignment_fixation,,,,1.0,,,0.0,,,,,,,,,,,,,3271.992,14,8
4496,assignment_2_shape,,,1.0,0.0,,,,,,,,,,,,,,,,3272.992,14,8
4497,assignment_2_label,,,0.0,,,,,,,1.0,,,,,,,,,,3273.992,14,8
4498,post_assignment_fixation,,,,,1.004,,,,,0.0,,,,,,,,,,3274.992,14,8
4499,central_location_flash,,,,,0.0,,,,,,0.996,,,,,,,,,3275.996,14,8
4500,post_central_fixation,,,,,,,,,0.804,,0.0,,1.004,,,,,,,3276.992,14,8
4501,peripheral_location_flash,,,,,,,,1.0,0.0,,,,0.2,,,,,,,3277.796,14,8
4502,post_peripheral_fixation,,,,,,,,0.8,-0.2,,,1.0,0.0,,,,,,,3277.996,14,8
4503,outcome,,,,,,,,0.0,,,,0.2,,,0.7,,,,,3278.796,14,8
4504,post_outcome_fixation,,,,,,,,-0.2,,,,0.0,,,0.5,0.9,,,,3278.996,14,8
4505,test_sentence_1,,,,,,,,,,,,,,,0.0,0.4,0.8,,,3279.496,14,8
4506,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.4,0.8,,3279.896,14,8
4507,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.8,3280.296,14,8
4508,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.4,3280.696,14,8
4509,test_sentence_5,,,,,,,,,,,,,,0.4,,,,,0.0,3281.096,14,8
4510,response,,,,,,,,,,,,,,0.0,,,,,,3281.496,14,8
4511,initial_fixation,0.5,,,,,0.0,,,,,,,,,,,,,,3282.812,15,8
4512,assignment_1_label,0.0,1.0,,,,,,,,,,,,,,,,,,3283.312,15,8
4513,assignment_1_shape,,0.0,,,,,1.0,,,,,,,,,,,,,3284.312,15,8
4514,inter_assignment_fixation,,,1.0,,,,0.0,,,,,,,,,,,,,3285.312,15,8
4515,assignment_2_label,,,0.0,1.004,,,,,,,,,,,,,,,,3286.312,15,8
4516,assignment_2_shape,,,,0.0,,,,,,1.0,,,,,,,,,,3287.316,15,8
4517,post_assignment_fixation,,,,,1.0,,,,,0.0,,,,,,,,,,3288.316,15,8
4518,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,3289.316,15,8
4519,post_central_fixation,,,,,,,,,0.8,,0.0,,1.0,,,,,,,3290.316,15,8
4520,peripheral_location_flash,,,,,,,,1.0,0.0,,,,0.2,,,,,,,3291.116,15,8
4521,post_peripheral_fixation,,,,,,,,0.8,-0.2,,,1.0,0.0,,,,,,,3291.316,15,8
4522,outcome,,,,,,,,0.0,,,,0.2,,,0.704,,,,,3292.116,15,8
4523,post_outcome_fixation,,,,,,,,-0.2,,,,0.0,,,0.504,0.904,,,,3292.316,15,8
4524,test_sentence_1,,,,,,,,,,,,,,,0.0,0.4,0.796,,,3292.82,15,8
4525,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.396,0.8,,3293.22,15,8
4526,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.404,0.8,3293.616,15,8
4527,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.396,3294.02,15,8
4528,test_sentence_5,,,,,,,,,,,,,,0.404,,,,,0.0,3294.416,15,8
4529,response,,,,,,0.832,,,,,,,,0.0,,,,,,3294.82,15,8
4530,initial_fixation,0.5,,,,,0.0,,,,,,,,,,,,,,3295.652,16,8
4531,assignment_1_label,0.0,1.0,,,,,,,,,,,,,,,,,,3296.152,16,8
4532,assignment_1_shape,,0.0,,,,,1.0,,,,,,,,,,,,,3297.152,16,8
4533,inter_assignment_fixation,,,1.004,,,,0.0,,,,,,,,,,,,,3298.152,16,8
4534,assignment_2_label,,,0.0,1.0,,,,,,,,,,,,,,,,3299.156,16,8
4535,assignment_2_shape,,,,0.0,,,,,,1.0,,,,,,,,,,3300.156,16,8
4536,post_assignment_fixation,,,,,1.0,,,,,0.0,,,,,,,,,,3301.156,16,8
4537,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,3302.156,16,8
4538,post_central_fixation,,,,,,,,,0.8,,0.0,,1.0,,,,,,,3303.156,16,8
4539,peripheral_location_flash,,,,,,,,1.0,0.0,,,,0.2,,,,,,,3303.956,16,8
4540,post_peripheral_fixation,,,,,,,,0.8,-0.2,,,1.0,0.0,,,,,,,3304.156,16,8
4541,outcome,,,,,,,,0.0,,,,0.2,,,0.704,,,,,3304.956,16,8
4542,post_outcome_fixation,,,,,,,,-0.2,,,,0.0,,,0.504,0.9,,,,3305.156,16,8
4543,test_sentence_1,,,,,,,,,,,,,,,0.0,0.396,0.796,,,3305.66,16,8
4544,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.4,0.8,,3306.056,16,8
4545,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.8,3306.456,16,8
4546,test_sentence_4,,,,,,,,,,,,,,0.804,,,,0.0,0.4,3306.856,16,8
4547,test_sentence_5,,,,,,,,,,,,,,0.404,,,,,0.0,3307.256,16,8
4548,response,,,,,,,,,,,,,,0.0,,,,,,3307.66,16,8
4549,initial_fixation,0.5,,,,,0.0,,,,,,,,,,,,,,3308.984,17,8
4550,assignment_1_label,0.0,1.0,,,,,,,,,,,,,,,,,,3309.484,17,8
4551,assignment_1_shape,,0.0,,,,,1.0,,,,,,,,,,,,,3310.484,17,8
4552,inter_assignment_fixation,,,1.0,,,,0.0,,,,,,,,,,,,,3311.484,17,8
4553,assignment_2_label,,,0.0,1.0,,,,,,,,,,,,,,,,3312.484,17,8
4554,assignment_2_shape,,,,0.0,,,,,,1.0,,,,,,,,,,3313.484,17,8
4555,post_assignment_fixation,,,,,1.004,,,,,0.0,,,,,,,,,,3314.484,17,8
4556,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,3315.488,17,8
4557,post_central_fixation,,,,,,,,,0.8,,0.0,,1.0,,,,,,,3316.488,17,8
4558,peripheral_location_flash,,,,,,,,1.0,0.0,,,,0.2,,,,,,,3317.288,17,8
4559,post_peripheral_fixation,,,,,,,,0.8,-0.2,,,1.0,0.0,,,,,,,3317.488,17,8
4560,outcome,,,,,,,,0.0,,,,0.2,,,0.7,,,,,3318.288,17,8
4561,post_outcome_fixation,,,,,,,,-0.2,,,,0.0,,,0.5,0.9,,,,3318.488,17,8
4562,test_sentence_1,,,,,,,,,,,,,,,0.0,0.4,0.8,,,3318.988,17,8
4563,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.4,0.8,,3319.388,17,8
4564,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.8,3319.788,17,8
4565,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.4,3320.188,17,8
4566,test_sentence_5,,,,,,,,,,,,,,0.4,,,,,0.0,3320.588,17,8
4567,response,,,,,,,,,,,,,,0.0,,,,,,3320.988,17,8
4568,initial_fixation,,0.5,,,,0.0,,,,,,,,,,,,,,3322.808,18,8
4569,assignment_1_shape,1.0,0.0,,,,,,,,,,,,,,,,,,3323.308,18,8
4570,assignment_1_label,0.0,,,,,,1.0,,,,,,,,,,,,,3324.308,18,8
4571,inter_assignment_fixation,,,,1.0,,,0.0,,,,,,,,,,,,,3325.308,18,8
4572,assignment_2_shape,,,,0.0,,,,,,,,,,,,,,,,3326.308,18,8
4573,assignment_2_label,,,0.0,,,,,,,1.0,,,,,,,,,,3327.316,18,8
4574,post_assignment_fixation,,,,,1.004,,,,,0.0,,,,,,,,,,3328.316,18,8
4575,central_location_flash,,,,,0.0,,,,,,0.996,,,,,,,,,3329.32,18,8
4576,post_central_fixation,,,,,,,,,0.804,,0.0,,1.004,,,,,,,3330.316,18,8
4577,peripheral_location_flash,,,,,,,,1.0,0.0,,,,0.2,,,,,,,3331.12,18,8
4578,post_peripheral_fixation,,,,,,,,0.8,-0.2,,,1.0,0.0,,,,,,,3331.32,18,8
4579,outcome,,,,,,,,0.0,,,,0.2,,,0.7,,,,,3332.12,18,8
4580,post_outcome_fixation,,,,,,,,-0.2,,,,0.0,,,0.5,0.9,,,,3332.32,18,8
4581,test_sentence_1,,,,,,,,,,,,,,,0.0,0.4,0.8,,,3332.82,18,8
4582,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.4,0.8,,3333.22,18,8
4583,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.8,3333.62,18,8
4584,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.4,3334.02,18,8
4585,test_sentence_5,,,,,,,,,,,,,,0.4,,,,,0.0,3334.42,18,8
4586,response,,,,,,0.66,,,,,,,,0.0,,,,,,3334.82,18,8
4587,initial_fixation,,0.5,,,,0.0,,,,,,,,,,,,,,3335.48,19,8
4588,assignment_1_shape,1.0,0.0,,,,,,,,,,,,,,,,,,3335.98,19,8
4589,assignment_1_label,0.0,,,,,,1.0,,,,,,,,,,,,,3336.98,19,8
4590,inter_assignment_fixation,,,,1.0,,,0.0,,,,,,,,,,,,,3337.98,19,8
4591,assignment_2_shape,,,1.0,0.0,,,,,,,,,,,,,,,,3338.98,19,8
4592,assignment_2_label,,,0.0,,,,,,,1.0,,,,,,,,,,3339.98,19,8
4593,post_assignment_fixation,,,,,1.004,,,,,0.0,,,,,,,,,,3340.98,19,8
4594,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,3341.984,19,8
4595,post_central_fixation,,,,,,,,,0.8,,0.0,,1.0,,,,,,,3342.984,19,8
4596,peripheral_location_flash,,,,,,,,1.0,0.0,,,,0.2,,,,,,,3343.784,19,8
4597,post_peripheral_fixation,,,,,,,,0.8,-0.2,,,1.0,0.0,,,,,,,3343.984,19,8
4598,outcome,,,,,,,,0.0,,,,0.2,,,0.7,,,,,3344.784,19,8
4599,post_outcome_fixation,,,,,,,,-0.2,,,,0.0,,,0.5,0.9,,,,3344.984,19,8
4600,test_sentence_1,,,,,,,,,,,,,,,0.0,0.4,0.8,,,3345.484,19,8
4601,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.4,0.8,,3345.884,19,8
4602,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.8,3346.284,19,8
4603,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.4,3346.684,19,8
4604,test_sentence_5,,,,,,,,,,,,,,0.4,,,,,0.0,3347.084,19,8
4605,response,,,,,,,,,,,,,,0.0,,,,,,3347.484,19,8
4606,initial_fixation,,0.5,,,,0.0,,,,,,,,,,,,,,3348.584,20,8
4607,assignment_1_shape,1.0,0.0,,,,,,,,,,,,,,,,,,3349.084,20,8
4608,assignment_1_label,0.0,,,,,,1.0,,,,,,,,,,,,,3350.084,20,8
4609,inter_assignment_fixation,,,,1.004,,,0.0,,,,,,,,,,,,,3351.084,20,8
4610,assignment_2_shape,,,1.0,0.0,,,,,,,,,,,,,,,,3352.088,20,8
4611,assignment_2_label,,,0.0,,,,,,,1.0,,,,,,,,,,3353.088,20,8
4612,post_assignment_fixation,,,,,1.0,,,,,0.0,,,,,,,,,,3354.088,20,8
4613,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,3355.088,20,8
4614,post_central_fixation,,,,,,,,,0.804,,0.0,,1.0,,,,,,,3356.088,20,8
4615,peripheral_location_flash,,,,,,,,1.0,0.0,,,,0.196,,,,,,,3356.892,20,8
4616,post_peripheral_fixation,,,,,,,,0.804,-0.196,,,1.0,0.0,,,,,,,3357.088,20,8
4617,outcome,,,,,,,,0.0,,,,0.196,,,0.7,,,,,3357.892,20,8
4618,post_outcome_fixation,,,,,,,,-0.196,,,,0.0,,,0.504,0.9,,,,3358.088,20,8
4619,test_sentence_1,,,,,,,,,,,,,,,0.0,0.396,0.8,,,3358.592,20,8
4620,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.404,0.804,,3358.988,20,8
4621,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.8,3359.392,20,8
4622,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.4,3359.792,20,8
4623,test_sentence_5,,,,,,0.908,,,,,,,,0.4,,,,,0.0,3360.192,20,8
4624,response,,,,,,0.508,,,,,,,,0.0,,,,,,3360.592,20,8
4625,initial_fixation,0.5,,,,,0.0,,,,,,,,,,,,,,3361.1,21,8
4626,assignment_1_label,0.0,1.0,,,,,,,,,,,,,,,,,,3361.6,21,8
4627,assignment_1_shape,,0.0,,,,,1.0,,,,,,,,,,,,,3362.6,21,8
4628,inter_assignment_fixation,,,1.0,,,,0.0,,,,,,,,,,,,,3363.6,21,8
4629,assignment_2_label,,,0.0,1.0,,,,,,,,,,,,,,,,3364.6,21,8
4630,assignment_2_shape,,,,0.0,,,,,,1.0,,,,,,,,,,3365.6,21,8
4631,post_assignment_fixation,,,,,1.004,,,,,0.0,,,,,,,,,,3366.6,21,8
4632,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,3367.604,21,8
4633,post_central_fixation,,,,,,,,,0.8,,0.0,,1.0,,,,,,,3368.604,21,8
4634,peripheral_location_flash,,,,,,,,1.0,0.0,,,,0.2,,,,,,,3369.404,21,8
4635,post_peripheral_fixation,,,,,,,,0.8,-0.2,,,1.0,0.0,,,,,,,3369.604,21,8
4636,outcome,,,,,,,,0.0,,,,0.2,,,0.7,,,,,3370.404,21,8
4637,post_outcome_fixation,,,,,,,,-0.2,,,,0.0,,,0.5,0.9,,,,3370.604,21,8
4638,test_sentence_1,,,,,,,,,,,,,,,0.0,0.4,0.8,,,3371.104,21,8
4639,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.4,0.8,,3371.504,21,8
4640,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.8,3371.904,21,8
4641,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.4,3372.304,21,8
4642,test_sentence_5,,,,,,0.8,,,,,,,,0.4,,,,,0.0,3372.704,21,8
4643,response,0.904,,,,,0.4,,,,,,,,0.0,,,,,,3373.104,21,8
4644,initial_fixation,0.504,,,,,0.0,,,,,,,,,,,,,,3373.504,22,8
4645,assignment_1_label,0.0,1.0,,,,,,,,,,,,,,,,,,3374.008,22,8
4646,assignment_1_shape,,0.0,,,,,1.0,,,,,,,,,,,,,3375.008,22,8
4647,inter_assignment_fixation,,,1.0,,,,0.0,,,,,,,,,,,,,3376.008,22,8
4648,assignment_2_label,,,0.0,1.0,,,,,,,,,,,,,,,,3377.008,22,8
4649,assignment_2_shape,,,,0.0,,,,,,1.0,,,,,,,,,,3378.008,22,8
4650,post_assignment_fixation,,,,,,,,,,0.0,,,,,,,,,,3379.008,22,8
4651,central_location_flash,,,,,0.0,,,,,,0.996,,,,,,,,,3380.02,22,8
4652,post_central_fixation,,,,,,,,,0.804,,0.0,,1.004,,,,,,,3381.016,22,8
4653,peripheral_location_flash,,,,,,,,1.0,0.0,,,,0.2,,,,,,,3381.82,22,8
4654,post_peripheral_fixation,,,,,,,,0.8,-0.2,,,1.0,0.0,,,,,,,3382.02,22,8
4655,outcome,,,,,,,,0.0,,,,0.2,,,0.7,,,,,3382.82,22,8
4656,post_outcome_fixation,,,,,,,,-0.2,,,,0.0,,,0.5,0.9,,,,3383.02,22,8
4657,test_sentence_1,,,,,,,,,,,,,,,0.0,0.4,0.8,,,3383.52,22,8
4658,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.4,0.8,,3383.92,22,8
4659,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.8,3384.32,22,8
4660,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.4,3384.72,22,8
4661,test_sentence_5,,,,,,,,,,,,,,0.4,,,,,0.0,3385.12,22,8
4662,response,,,,,,0.848,,,,,,,,0.0,,,,,,3385.52,22,8
4663,initial_fixation,0.5,,,,,0.0,,,,,,,,,,,,,,3386.368,23,8
4664,assignment_1_label,0.0,1.004,,,,,,,,,,,,,,,,,,3386.868,23,8
4665,assignment_1_shape,,0.0,,,,,1.0,,,,,,,,,,,,,3387.872,23,8
4666,inter_assignment_fixation,,,1.0,,,,0.0,,,,,,,,,,,,,3388.872,23,8
4667,assignment_2_label,,,0.0,1.0,,,,,,,,,,,,,,,,3389.872,23,8
4668,assignment_2_shape,,,,0.0,,,,,,1.0,,,,,,,,,,3390.872,23,8
4669,post_assignment_fixation,,,,,1.0,,,,,0.0,,,,,,,,,,3391.872,23,8
4670,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,3392.872,23,8
4671,post_central_fixation,,,,,,,,,0.804,,0.0,,1.0,,,,,,,3393.872,23,8
4672,peripheral_location_flash,,,,,,,,1.0,0.0,,,,0.196,,,,,,,3394.676,23,8
4673,post_peripheral_fixation,,,,,,,,0.804,-0.196,,,1.0,0.0,,,,,,,3394.872,23,8
4674,outcome,,,,,,,,0.0,,,,0.196,,,0.7,,,,,3395.676,23,8
4675,post_outcome_fixation,,,,,,,,-0.196,,,,0.0,,,0.504,0.904,,,,3395.872,23,8
4676,test_sentence_1,,,,,,,,,,,,,,,0.0,0.4,0.8,,,3396.376,23,8
4677,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.4,0.8,,3396.776,23,8
4678,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.8,3397.176,23,8
4679,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.4,3397.576,23,8
4680,test_sentence_5,,,,,,,,,,,,,,0.4,,,,,0.0,3397.976,23,8
4681,response,,,,,,0.86,,,,,,,,0.0,,,,,,3398.376,23,8
4682,initial_fixation,0.5,,,,,0.0,,,,,,,,,,,,,,3399.236,24,8
4683,assignment_1_label,0.0,1.0,,,,,,,,,,,,,,,,,,3399.736,24,8
4684,assignment_1_shape,,0.0,,,,,1.0,,,,,,,,,,,,,3400.736,24,8
4685,inter_assignment_fixation,,,1.0,,,,0.0,,,,,,,,,,,,,3401.736,24,8
4686,assignment_2_label,,,0.0,1.0,,,,,,,,,,,,,,,,3402.736,24,8
4687,assignment_2_shape,,,,0.0,,,,,,1.0,,,,,,,,,,3403.736,24,8
4688,initial_fixation,0.5,,,,,0.0,,,,,,,,,,,,,,3430.144,1,9
4689,assignment_1_label,0.0,1.0,,,,,,,,,,,,,,,,,,3430.644,1,9
4690,assignment_1_shape,,0.0,,,,,1.0,,,,,,,,,,,,,3431.644,1,9
4691,inter_assignment_fixation,,,1.004,,,,0.0,,,,,,,,,,,,,3432.644,1,9
4692,assignment_2_label,,,0.0,1.0,,,,,,,,,,,,,,,,3433.648,1,9
4693,assignment_2_shape,,,,0.0,,,,,,1.0,,,,,,,,,,3434.648,1,9
4694,post_assignment_fixation,,,,,1.0,,,,,0.0,,,,,,,,,,3435.648,1,9
4695,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,3436.648,1,9
4696,post_central_fixation,,,,,,,,,0.8,,0.0,,1.0,,,,,,,3437.648,1,9
4697,peripheral_location_flash,,,,,,,,1.004,0.0,,,,0.2,,,,,,,3438.448,1,9
4698,post_peripheral_fixation,,,,,,,,0.804,-0.2,,,1.0,0.0,,,,,,,3438.648,1,9
4699,outcome,,,,,,,,0.0,,,,0.196,,,0.7,,,,,3439.452,1,9
4700,post_outcome_fixation,,,,,,,,-0.196,,,,0.0,,,0.504,0.9,,,,3439.648,1,9
4701,test_sentence_1,,,,,,,,,,,,,,,0.0,0.396,0.796,,,3440.152,1,9
4702,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.4,0.804,,3440.548,1,9
4703,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.404,0.804,3440.948,1,9
4704,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.4,3441.352,1,9
4705,test_sentence_5,,,,,,,,,,,,,,0.4,,,,,0.0,3441.752,1,9
4706,response,,,,,,0.772,,,,,,,,0.0,,,,,,3442.152,1,9
4707,initial_fixation,0.5,,,,,0.0,,,,,,,,,,,,,,3442.924,2,9
4708,assignment_1_label,0.0,1.004,,,,,,,,,,,,,,,,,,3443.424,2,9
4709,assignment_1_shape,,0.0,,,,,1.0,,,,,,,,,,,,,3444.428,2,9
4710,inter_assignment_fixation,,,1.0,,,,0.0,,,,,,,,,,,,,3445.428,2,9
4711,assignment_2_label,,,0.0,1.0,,,,,,,,,,,,,,,,3446.428,2,9
4712,assignment_2_shape,,,,0.0,,,,,,1.0,,,,,,,,,,3447.428,2,9
4713,post_assignment_fixation,,,,,1.0,,,,,0.0,,,,,,,,,,3448.428,2,9
4714,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,3449.428,2,9
4715,post_central_fixation,,,,,,,,,0.8,,0.0,,1.0,,,,,,,3450.428,2,9
4716,peripheral_location_flash,,,,,,,,1.004,0.0,,,,0.2,,,,,,,3451.228,2,9
4717,post_peripheral_fixation,,,,,,,,0.804,-0.2,,,1.004,0.0,,,,,,,3451.428,2,9
4718,outcome,,,,,,,,0.0,,,,0.2,,,0.7,,,,,3452.232,2,9
4719,post_outcome_fixation,,,,,,,,-0.2,,,,0.0,,,0.5,0.9,,,,3452.432,2,9
4720,test_sentence_1,,,,,,,,,,,,,,,0.0,0.4,0.796,,,3452.932,2,9
4721,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.396,0.8,,3453.332,2,9
4722,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.404,0.804,3453.728,2,9
4723,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.4,3454.132,2,9
4724,test_sentence_5,,,,,,0.808,,,,,,,,0.4,,,,,0.0,3454.532,2,9
4725,response,,0.908,,,,0.408,,,,,,,,0.0,,,,,,3454.932,2,9
4726,initial_fixation,,0.5,,,,0.0,,,,,,,,,,,,,,3455.34,3,9
4727,assignment_1_shape,1.0,0.0,,,,,,,,,,,,,,,,,,3455.84,3,9
4728,assignment_1_label,0.0,,,,,,1.0,,,,,,,,,,,,,3456.84,3,9
4729,inter_assignment_fixation,,,,1.0,,,0.0,,,,,,,,,,,,,3457.84,3,9
4730,assignment_2_shape,,,1.0,0.0,,,,,,,,,,,,,,,,3458.84,3,9
4731,assignment_2_label,,,0.0,,,,,,,,,,,,,,,,,3459.84,3,9
4732,post_assignment_fixation,,,,,1.004,,,,,0.0,,,,,,,,,,3460.848,3,9
4733,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,3461.852,3,9
4734,post_central_fixation,,,,,,,,,0.8,,0.0,,1.0,,,,,,,3462.852,3,9
4735,peripheral_location_flash,,,,,,,,1.0,0.0,,,,0.2,,,,,,,3463.652,3,9
4736,post_peripheral_fixation,,,,,,,,0.8,-0.2,,,1.0,0.0,,,,,,,3463.852,3,9
4737,outcome,,,,,,,,0.0,,,,0.2,,,0.7,,,,,3464.652,3,9
4738,post_outcome_fixation,,,,,,,,-0.2,,,,0.0,,,0.5,0.9,,,,3464.852,3,9
4739,test_sentence_1,,,,,,,,,,,,,,,0.0,0.4,0.8,,,3465.352,3,9
4740,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.4,0.8,,3465.752,3,9
4741,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.8,3466.152,3,9
4742,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.4,3466.552,3,9
4743,test_sentence_5,,,,,,,,,,,,,,0.4,,,,,0.0,3466.952,3,9
4744,response,,,,,,0.844,,,,,,,,0.0,,,,,,3467.352,3,9
4745,initial_fixation,0.5,,,,,0.0,,,,,,,,,,,,,,3468.196,4,9
4746,assignment_1_label,0.0,1.0,,,,,,,,,,,,,,,,,,3468.696,4,9
4747,assignment_1_shape,,0.0,,,,,1.0,,,,,,,,,,,,,3469.696,4,9
4748,inter_assignment_fixation,,,1.0,,,,0.0,,,,,,,,,,,,,3470.696,4,9
4749,assignment_2_label,,,0.0,1.0,,,,,,,,,,,,,,,,3471.696,4,9
4750,assignment_2_shape,,,,0.0,,,,,,1.004,,,,,,,,,,3472.696,4,9
4751,post_assignment_fixation,,,,,1.0,,,,,0.0,,,,,,,,,,3473.7,4,9
4752,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,3474.7,4,9
4753,post_central_fixation,,,,,,,,,0.8,,0.0,,1.0,,,,,,,3475.7,4,9
4754,peripheral_location_flash,,,,,,,,1.0,0.0,,,,0.2,,,,,,,3476.5,4,9
4755,post_peripheral_fixation,,,,,,,,0.8,-0.2,,,1.0,0.0,,,,,,,3476.7,4,9
4756,outcome,,,,,,,,0.0,,,,0.2,,,0.7,,,,,3477.5,4,9
4757,post_outcome_fixation,,,,,,,,-0.2,,,,0.0,,,0.5,0.9,,,,3477.7,4,9
